codmun6;estabelecimentomunicipio-jul2023;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;CENTRO DE IMUNIZACAO;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;CENTRAL DE ABASTECIMENTO;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
411360;411360 LOBATO;10;7;2;1;-;1;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411370;411370 LONDRINA;1670;1178;453;39;4;55;1036;-;-;72;-;-;1;-;-;7;3;66;-;-;-;264;95;8;-;6;3;6;3;-;-;-;2;15;7;10;-;2;2;1;1;1
411373;411373 LUIZIANA;11;7;3;1;1;1;3;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411375;411375 LUNARDELLI;5;2;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411380;411380 LUPIONOPOLIS;8;3;3;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411390;411390 MALLET;35;28;5;2;-;10;17;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411400;411400 MAMBORE;44;32;9;3;1;3;22;-;-;5;-;-;-;1;-;-;-;-;-;-;-;2;5;-;-;-;1;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-
411410;411410 MANDAGUACU;37;25;11;1;-;5;18;-;-;2;-;-;-;-;-;-;-;1;-;1;-;3;5;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411420;411420 MANDAGUARI;93;59;30;4;-;7;44;-;-;7;-;-;-;-;-;1;-;7;-;1;-;11;10;-;-;-;1;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-
411430;411430 MANDIRITUBA;28;16;9;3;3;4;5;-;-;1;1;-;-;1;-;1;-;3;-;-;-;1;4;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411435;411435 MANFRINOPOLIS;6;5;0;1;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411440;411440 MANGUEIRINHA;30;20;8;2;-;7;10;-;-;1;1;-;-;1;-;-;-;-;-;-;-;3;3;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-
411450;411450 MANOEL RIBAS;23;13;7;3;3;1;6;-;-;1;-;-;1;1;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
411460;411460 MARECHAL CANDIDO RONDON;219;187;27;5;-;19;158;-;-;6;1;-;-;-;-;1;2;3;-;-;-;8;14;-;-;-;1;1;-;-;-;-;-;2;-;1;-;1;-;-;1;-
411470;411470 MARIA HELENA;10;5;4;1;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411480;411480 MARIALVA;70;49;19;2;2;9;34;-;-;3;-;-;-;-;-;-;1;2;-;-;-;2;13;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
411490;411490 MARILANDIA DO SUL;12;4;7;1;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411500;411500 MARILENA;9;4;3;2;-;1;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411510;411510 MARILUZ;13;9;3;1;1;2;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411520;411520 MARINGA;1759;1303;419;37;2;42;1209;-;-;42;1;-;-;-;1;6;-;28;2;-;-;251;123;-;-;6;4;3;1;-;-;1;-;12;4;14;-;3;1;1;1;1
411530;411530 MARIOPOLIS;14;7;6;1;1;2;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-
411535;411535 MARIPA;11;6;4;1;2;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411540;411540 MARMELEIRO;33;18;14;1;2;3;7;-;-;5;-;-;-;1;-;-;-;-;-;-;-;2;9;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-
411545;411545 MARQUINHO;6;4;1;1;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411550;411550 MARUMBI;17;10;5;2;-;2;6;-;-;1;-;-;-;1;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411560;411560 MATELANDIA;39;24;12;3;-;6;17;-;-;-;-;-;-;1;-;-;-;2;-;-;-;3;6;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411570;411570 MATINHOS;71;46;22;3;-;7;24;-;-;13;1;-;-;-;-;1;-;3;-;-;-;8;5;4;-;-;1;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411573;411573 MATO RICO;8;6;1;1;1;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411575;411575 MAUA DA SERRA;11;5;5;1;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411580;411580 MEDIANEIRA;157;97;54;6;8;1;79;-;-;7;1;-;-;-;-;1;-;1;-;-;-;40;11;-;-;-;1;1;-;-;-;-;-;2;-;2;-;2;-;-;-;-
411585;411585 MERCEDES;18;13;4;1;2;1;9;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411590;411590 MIRADOR;4;3;0;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411600;411600 MIRASELVA;4;2;0;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411605;411605 MISSAL;29;16;10;3;2;4;8;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;7;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411610;411610 MOREIRA SALES;34;26;7;1;-;5;10;-;-;10;-;-;-;1;-;-;-;-;-;1;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411620;411620 MORRETES;26;15;8;3;7;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411630;411630 MUNHOZ DE MELO;12;9;2;1;-;2;3;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411640;411640 NOSSA SENHORA DAS GRACAS;6;4;1;1;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411650;411650 NOVA ALIANCA DO IVAI;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411660;411660 NOVA AMERICA DA COLINA;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411670;411670 NOVA AURORA;27;14;10;3;3;3;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6;3;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411680;411680 NOVA CANTU;14;7;5;2;-;1;2;-;-;4;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411690;411690 NOVA ESPERANCA;67;47;17;3;-;7;35;-;-;5;-;-;-;-;-;-;-;2;-;-;-;6;8;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411695;411695 NOVA ESPERANCA DO SUDOESTE;11;4;5;2;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411700;411700 NOVA FATIMA;11;5;4;2;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411705;411705 NOVA LARANJEIRAS;13;7;4;2;-;4;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
411710;411710 NOVA LONDRINA;22;13;6;3;-;5;6;-;-;2;-;-;-;-;-;-;-;2;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411720;411720 NOVA OLIMPIA;9;4;3;2;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411721;411721 NOVA SANTA BARBARA;6;2;3;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411722;411722 NOVA SANTA ROSA;19;12;5;2;4;1;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411725;411725 NOVA PRATA DO IGUACU;27;17;9;1;-;5;8;-;-;4;-;-;-;-;-;-;-;-;-;-;-;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411727;411727 NOVA TEBAS;25;19;4;2;3;5;3;-;5;-;-;-;-;3;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411729;411729 NOVO ITACOLOMI;12;5;6;1;-;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
411730;411730 ORTIGUEIRA;41;27;12;2;2;10;11;-;1;1;-;-;2;-;-;-;-;-;-;-;-;3;7;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-
411740;411740 OURIZONA;5;3;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411745;411745 OURO VERDE DO OESTE;2;1;1;0;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411750;411750 PAICANDU;39;23;13;3;1;6;14;-;-;2;-;-;-;-;-;-;-;-;-;-;-;9;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411760;411760 PALMAS;147;113;31;3;1;9;75;-;-;26;-;-;1;1;-;-;-;-;-;-;-;15;14;-;-;-;1;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411770;411770 PALMEIRA;88;69;15;4;5;15;45;-;-;4;-;-;-;-;-;-;-;2;-;-;-;8;3;-;-;-;1;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
411780;411780 PALMITAL;12;6;4;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
411790;411790 PALOTINA;141;113;23;5;1;8;86;-;-;16;-;-;-;2;-;-;-;-;-;-;-;7;15;-;-;-;1;-;-;-;-;-;-;2;-;2;-;1;-;-;-;-
411800;411800 PARAISO DO NORTE;17;9;7;1;-;3;4;-;-;1;-;-;-;1;-;-;-;2;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411810;411810 PARANACITY;23;19;3;1;-;3;14;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411820;411820 PARANAGUA;268;151;106;11;10;11;116;-;-;13;1;-;-;-;-;-;-;4;-;-;-;66;33;-;-;-;1;2;-;-;-;-;-;4;-;3;-;2;1;1;-;-
411830;411830 PARANAPOEMA;4;2;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411840;411840 PARANAVAI;311;244;57;10;1;21;211;-;-;9;-;-;-;1;-;1;-;6;-;-;-;9;36;-;-;-;3;1;1;-;-;-;1;3;-;4;-;2;1;-;-;-
411845;411845 PATO BRAGADO;12;6;4;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411850;411850 PATO BRANCO;567;408;146;13;5;16;360;-;-;20;2;-;-;2;-;-;3;23;-;-;-;65;52;-;-;1;2;1;1;-;-;-;1;3;-;3;-;4;1;1;1;-
411860;411860 PAULA FREITAS;14;7;6;1;3;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411870;411870 PAULO FRONTIN;19;12;6;1;4;3;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411880;411880 PEABIRU;31;23;7;1;1;3;13;-;-;6;-;-;-;-;-;-;-;-;-;-;-;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411885;411885 PEROBAL;10;8;1;1;1;2;2;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411890;411890 PEROLA;25;17;6;2;-;3;5;-;-;9;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-
411900;411900 PEROLA D'OESTE;15;10;3;2;2;1;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-
411910;411910 PIEN;31;25;4;2;-;5;17;-;-;1;1;-;-;1;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411915;411915 PINHAIS;169;98;57;14;1;12;67;-;1;16;1;-;-;-;-;-;-;11;-;-;-;22;18;1;-;-;3;1;1;-;-;-;-;2;1;10;-;1;-;-;-;-
411920;411920 PINHALAO;13;8;3;2;2;2;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411925;411925 PINHAL DE SAO BENTO;6;4;1;1;-;1;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
411930;411930 PINHAO;46;31;12;3;4;11;8;-;-;7;-;-;-;1;-;-;-;2;-;-;-;7;-;-;-;-;1;1;-;-;-;1;-;1;-;1;-;1;-;-;-;-
411940;411940 PIRAI DO SUL;54;30;21;3;1;7;17;-;-;3;-;1;-;-;-;-;1;1;-;-;-;14;5;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411950;411950 PIRAQUARA;90;58;24;8;1;19;24;-;-;11;-;-;-;-;-;3;-;1;-;-;-;13;7;-;-;-;2;1;-;-;-;-;-;1;4;1;-;2;-;-;-;-
411960;411960 PITANGA;88;63;21;4;16;2;45;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8;11;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
411965;411965 PITANGUEIRAS;1;1;0;0;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
411970;411970 PLANALTINA DO PARANA;5;2;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
411980;411980 PLANALTO;33;23;7;3;4;4;9;-;-;5;1;-;-;-;-;-;-;-;-;-;-;1;5;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
411990;411990 PONTA GROSSA;1102;798;282;22;9;54;698;-;3;31;1;-;-;-;-;-;2;15;-;-;-;124;38;97;-;1;4;2;-;-;-;-;1;6;-;11;-;2;1;1;1;-
411995;411995 PONTAL DO PARANA;53;31;20;2;2;4;17;-;1;6;1;-;-;-;-;-;-;3;-;-;-;8;5;-;-;-;1;2;-;-;-;1;-;-;-;1;-;1;-;-;-;-
412000;412000 PORECATU;26;17;7;2;-;4;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412010;412010 PORTO AMAZONAS;8;4;3;1;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412015;412015 PORTO BARREIRO;4;3;0;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412020;412020 PORTO RICO;4;2;0;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412030;412030 PORTO VITORIA;9;7;1;1;2;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412033;412033 PRADO FERREIRA;7;2;3;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412035;412035 PRANCHITA;18;12;4;2;1;1;6;-;-;4;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412040;412040 PRESIDENTE CASTELO BRANCO;5;3;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412050;412050 PRIMEIRO DE MAIO;16;9;4;3;-;3;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
412060;412060 PRUDENTOPOLIS;90;64;21;5;11;15;33;-;-;4;-;-;-;-;-;1;-;-;-;-;-;8;11;-;-;-;2;-;-;-;-;-;-;2;-;2;-;1;-;-;-;-
412065;412065 QUARTO CENTENARIO;6;5;0;1;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412070;412070 QUATIGUA;16;8;6;2;1;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412080;412080 QUATRO BARRAS;35;20;13;2;-;8;9;-;-;1;-;-;-;1;-;1;-;4;-;-;-;4;3;-;-;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
412085;412085 QUATRO PONTES;14;8;5;1;1;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412090;412090 QUEDAS DO IGUACU;68;48;16;4;2;10;25;-;1;8;-;-;-;1;-;-;1;-;-;-;-;4;10;-;-;-;1;-;1;-;-;-;-;1;-;2;-;1;-;-;-;-
412100;412100 QUERENCIA DO NORTE;13;7;3;3;-;5;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
412110;412110 QUINTA DO SOL;16;11;4;1;-;1;7;-;-;3;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412120;412120 QUITANDINHA;19;11;5;3;6;1;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
412125;412125 RAMILANDIA;4;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412130;412130 RANCHO ALEGRE;7;1;5;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412135;412135 RANCHO ALEGRE D'OESTE;5;3;1;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412140;412140 REALEZA;66;42;21;3;1;5;33;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;18;-;-;-;1;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-
412150;412150 REBOUCAS;37;27;8;2;9;-;15;-;-;1;-;-;-;1;-;-;1;-;-;-;-;3;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412160;412160 RENASCENCA;16;11;4;1;-;1;8;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412170;412170 RESERVA;43;33;8;2;6;3;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
412175;412175 RESERVA DO IGUACU;9;5;3;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412180;412180 RIBEIRAO CLARO;24;17;5;2;3;2;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412190;412190 RIBEIRAO DO PINHAL;32;23;6;3;3;2;17;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;5;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
412200;412200 RIO AZUL;43;32;8;3;7;5;11;-;-;7;-;-;-;2;-;-;-;3;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
412210;412210 RIO BOM;10;5;4;1;1;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412215;412215 RIO BONITO DO IGUACU;14;8;4;2;-;5;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
412217;412217 RIO BRANCO DO IVAI;10;6;3;1;1;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412220;412220 RIO BRANCO DO SUL;36;19;13;4;-;9;6;-;-;3;1;-;-;-;-;-;-;2;-;-;-;4;6;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
412230;412230 RIO NEGRO;90;66;21;3;1;11;49;-;-;3;-;-;-;2;-;-;-;8;-;-;-;3;9;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
412240;412240 ROLANDIA;151;120;26;5;1;9;76;-;-;33;-;-;-;-;-;1;-;7;-;-;-;10;4;1;-;-;3;1;-;-;-;-;-;1;1;2;-;1;-;-;-;-
412250;412250 RONCADOR;37;30;5;2;-;3;18;-;1;6;-;-;-;1;-;1;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412260;412260 RONDON;24;15;6;3;2;3;9;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;3;-;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-
412265;412265 ROSARIO DO IVAI;11;6;3;2;1;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
412270;412270 SABAUDIA;12;7;3;2;2;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
412280;412280 SALGADO FILHO;8;5;2;1;1;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
412290;412290 SALTO DO ITARARE;8;4;2;2;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-
412300;412300 SALTO DO LONTRA;38;27;9;2;-;5;13;-;-;8;-;-;-;1;-;-;-;3;-;-;-;1;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-
412310;412310 SANTA AMELIA;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-
